Gesture,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z
Blank,0.6287049055099487,1.0195506811141968,1.8382540645234258e-07,0.5680024027824402,0.9657720327377319,-0.01469858642667532,0.5252061486244202,0.8915423154830933,-0.019136589020490646,0.49795055389404297,0.8183014988899231,-0.02439878135919571,0.4904123544692993,0.7524220943450928,-0.02848653867840767,0.5719566941261292,0.7628389000892639,0.012544563971459866,0.5531283617019653,0.6749343276023865,0.003391912439838052,0.5393884181976318,0.6287428736686707,-0.0090105589479208,0.525184690952301,0.5918258428573608,-0.019299332052469254,0.6100384593009949,0.7487767338752747,0.0065932366997003555,0.5966911911964417,0.6402221918106079,-0.0002887788286898285,0.5819020867347717,0.5824465155601501,-0.013098953291773796,0.5642036199569702,0.5368679165840149,-0.022832870483398438,0.6471886038780212,0.7618427276611328,-0.0039747064001858234,0.6446546912193298,0.65499347448349,-0.018412336707115173,0.6350340247154236,0.594874918460846,-0.028856296092271805,0.6231967806816101,0.5424602031707764,-0.035409968346357346,0.6861249208450317,0.7975237369537354,-0.016177764162421227,0.7046157717704773,0.7175102829933167,-0.031328823417425156,0.7133147120475769,0.6630595922470093,-0.03702578321099281,0.7183939814567566,0.6099618077278137,-0.04011276364326477
Blank,0.6231439709663391,0.960477352142334,5.369413997868833e-07,0.5618776082992554,0.9018752574920654,-0.021290214732289314,0.5152766704559326,0.8131310343742371,-0.029997948557138443,0.4785904586315155,0.7356991767883301,-0.037644632160663605,0.4616996645927429,0.6656182408332825,-0.04349666088819504,0.562575101852417,0.6657105684280396,0.0005554050439968705,0.5415113568305969,0.5704007744789124,-0.009802446700632572,0.52864009141922,0.5047213435173035,-0.023051325231790543,0.5211471319198608,0.44589361548423767,-0.03427864983677864,0.5999998450279236,0.6453524231910706,-0.0018323397962376475,0.5865472555160522,0.5376492738723755,-0.00741836940869689,0.579495906829834,0.46098682284355164,-0.019497781991958618,0.5751701593399048,0.39619165658950806,-0.029395611956715584,0.6374692320823669,0.652203381061554,-0.008849605917930603,0.638092041015625,0.5509222745895386,-0.021327374503016472,0.6369037628173828,0.4733392298221588,-0.036716606467962265,0.6351012587547302,0.4033801853656769,-0.04807490110397339,0.674278974533081,0.6876153349876404,-0.0179486982524395,0.7040932774543762,0.6142130494117737,-0.03327520191669464,0.7236267924308777,0.559134840965271,-0.043591879308223724,0.7408624291419983,0.5048986077308655,-0.0502571240067482
Blank,0.6110363602638245,0.8918929696083069,5.53744371245557e-07,0.5484893918037415,0.8356455564498901,-0.023852679878473282,0.500117838382721,0.7417072653770447,-0.03173106908798218,0.46139463782310486,0.6664028167724609,-0.038258861750364304,0.4338894188404083,0.6013712882995605,-0.04369531199336052,0.5530859231948853,0.586150050163269,-0.002422151155769825,0.5340259671211243,0.47982344031333923,-0.011236704885959625,0.5237062573432922,0.4119221866130829,-0.022142698988318443,0.5173696279525757,0.3509315550327301,-0.03212381899356842,0.5946548581123352,0.5740472674369812,-0.004663070198148489,0.5874699354171753,0.4533518850803375,-0.011971751227974892,0.5833293795585632,0.37317174673080444,-0.02503911219537258,0.5810009837150574,0.30656442046165466,-0.035800520330667496,0.6325706839561462,0.5900948643684387,-0.011756591498851776,0.6394200921058655,0.4803590476512909,-0.02812669426202774,0.6417444944381714,0.40485072135925293,-0.04594870284199715,0.6426914930343628,0.33472898602485657,-0.05873032659292221,0.6683385968208313,0.630672812461853,-0.020788615569472313,0.7005548477172852,0.5573252439498901,-0.04044404253363609,0.723115861415863,0.5074942708015442,-0.0532914362847805,0.7418783903121948,0.45739319920539856,-0.06186668202280998
Blank,0.6163324117660522,0.8399086594581604,5.227536234997388e-07,0.5504076480865479,0.788909375667572,-0.021413955837488174,0.49645453691482544,0.6918295621871948,-0.028356073424220085,0.45152586698532104,0.62214595079422,-0.03497675433754921,0.4155550003051758,0.5702607035636902,-0.04060938209295273,0.5517958402633667,0.5252653360366821,0.0047573973424732685,0.5290202498435974,0.420751690864563,0.0014630231307819486,0.5190046429634094,0.3555309474468231,-0.005168991629034281,0.5119268298149109,0.30158865451812744,-0.012408285401761532,0.5935266613960266,0.5130909085273743,0.001989040058106184,0.5871894955635071,0.3915269374847412,0.001681837486103177,0.5839295983314514,0.32066792249679565,-0.00485734548419714,0.5810315012931824,0.26749902963638306,-0.010815960355103016,0.6341686248779297,0.5303269028663635,-0.005954781547188759,0.6397127509117126,0.42104005813598633,-0.015203551389276981,0.6417662501335144,0.35060015320777893,-0.02699100971221924,0.6424123644828796,0.2858945429325104,-0.03628187254071236,0.671956479549408,0.5737099647521973,-0.016365421935915947,0.7034422159194946,0.5044434666633606,-0.03011791780591011,0.724604606628418,0.456483393907547,-0.03939010947942734,0.7429257035255432,0.4076854884624481,-0.04590156674385071
Blank,0.6292797327041626,0.800862729549408,5.498645236912125e-07,0.5637121796607971,0.7503276467323303,-0.026097578927874565,0.5064823627471924,0.652893602848053,-0.037265844643116,0.45566749572753906,0.5818352699279785,-0.046723078936338425,0.41395336389541626,0.536238968372345,-0.05510951951146126,0.5661893486976624,0.46867260336875916,-0.009200005792081356,0.5428190231323242,0.3534674048423767,-0.018068106845021248,0.5325065851211548,0.2816873788833618,-0.027179474011063576,0.5260128378868103,0.22600027918815613,-0.03538895770907402,0.6116339564323425,0.4576350450515747,-0.01140968780964613,0.6076804399490356,0.3226063549518585,-0.01599467545747757,0.605435311794281,0.2478184998035431,-0.02387060411274433,0.603682279586792,0.1887076199054718,-0.030325060710310936,0.6562967896461487,0.4809879958629608,-0.01846744678914547,0.6666466593742371,0.3564223349094391,-0.03184772655367851,0.670964777469635,0.28046199679374695,-0.04592413827776909,0.6740404963493347,0.21177643537521362,-0.05657966807484627,0.6967371106147766,0.5337080359458923,-0.02788289077579975,0.7359220385551453,0.45981210470199585,-0.04527638852596283,0.7611209154129028,0.4091501832008362,-0.05560966208577156,0.7822474837303162,0.3600439429283142,-0.062475573271512985
Blank,0.6406271457672119,0.800859272480011,5.242116003500996e-07,0.5726726651191711,0.7398364543914795,-0.027145834639668465,0.5114784240722656,0.6307486891746521,-0.039077550172805786,0.4569289982318878,0.5539616942405701,-0.04965011775493622,0.40736308693885803,0.5095394849777222,-0.059166278690099716,0.5773529410362244,0.441657692193985,-0.008489071391522884,0.5533581376075745,0.31547120213508606,-0.01651148684322834,0.5413166880607605,0.2376243770122528,-0.024477213621139526,0.5335448384284973,0.17536890506744385,-0.032181624323129654,0.62508624792099,0.42934033274650574,-0.011054465547204018,0.6203206777572632,0.2867029905319214,-0.013208802789449692,0.6169182658195496,0.20459985733032227,-0.018423672765493393,0.6147879362106323,0.13832035660743713,-0.02343168668448925,0.6720593571662903,0.45263174176216125,-0.01888711005449295,0.6825615167617798,0.31992584466934204,-0.03133857250213623,0.6862583756446838,0.23891913890838623,-0.043270960450172424,0.6885499358177185,0.16693276166915894,-0.05271465331315994,0.71406090259552,0.5053337812423706,-0.029522009193897247,0.751691997051239,0.4344543218612671,-0.04863331466913223,0.7763076424598694,0.3839570879936218,-0.05909263342618942,0.7982155084609985,0.3330707848072052,-0.06557111442089081
Blank,0.6360280513763428,0.7945871353149414,5.151432560523972e-07,0.5693985223770142,0.7390106320381165,-0.02716090902686119,0.5072835087776184,0.6268408894538879,-0.037991251796483994,0.4516003131866455,0.55303555727005,-0.04841647297143936,0.40399301052093506,0.5084711313247681,-0.05770722031593323,0.5703610181808472,0.43453726172447205,-0.0024006273597478867,0.5441566109657288,0.30934950709342957,-0.00891055352985859,0.5321938395500183,0.2340274602174759,-0.015054739080369473,0.5246267914772034,0.17543181777000427,-0.020775236189365387,0.6194627285003662,0.42172619700431824,-0.0047095464542508125,0.6124451160430908,0.2790240943431854,-0.0036555675324052572,0.6086075305938721,0.19505342841148376,-0.0049602617509663105,0.6057719588279724,0.13428744673728943,-0.006669208873063326,0.6671030521392822,0.44293826818466187,-0.013406830839812756,0.6779351234436035,0.3143402636051178,-0.022939532995224,0.6819272041320801,0.2307201474905014,-0.031091982498764992,0.6835535764694214,0.16009759902954102,-0.037326861172914505,0.709585964679718,0.49138355255126953,-0.025497382506728172,0.7491361498832703,0.42228248715400696,-0.04161648079752922,0.7749183773994446,0.3722159266471863,-0.050234537571668625,0.7967866659164429,0.3242238759994507,-0.05511961504817009
Blank,0.6358665227890015,0.7967774271965027,4.749499851186556e-07,0.5705745816230774,0.7414429783821106,-0.02722073905169964,0.5084638595581055,0.6274415254592896,-0.037878792732954025,0.4516654908657074,0.552872896194458,-0.04838502034544945,0.4018552303314209,0.5106768608093262,-0.05778249353170395,0.5692535042762756,0.4380112886428833,-0.002543596550822258,0.5428397059440613,0.3136567175388336,-0.010272463783621788,0.5311566591262817,0.23835831880569458,-0.017470071092247963,0.5232425332069397,0.17914794385433197,-0.023800991475582123,0.6173825263977051,0.42231762409210205,-0.004899703431874514,0.610403835773468,0.2818435728549957,-0.00517266197130084,0.6064451336860657,0.1978297233581543,-0.007158653344959021,0.6032307744026184,0.13650751113891602,-0.009077389724552631,0.664763331413269,0.4415300190448761,-0.013617606833577156,0.6753574013710022,0.31517165899276733,-0.023746106773614883,0.6790112853050232,0.23159687221050262,-0.031383056193590164,0.680395781993866,0.16138768196105957,-0.03690541908144951,0.7075060606002808,0.48906150460243225,-0.025833725929260254,0.7470197081565857,0.4205086827278137,-0.04136181250214577,0.7723106741905212,0.3690777122974396,-0.049005500972270966,0.7937730550765991,0.32082894444465637,-0.0530976876616478
Blank,0.6358868479728699,0.7971331477165222,4.937741096000536e-07,0.5695929527282715,0.7430556416511536,-0.027423623949289322,0.507294237613678,0.6320042610168457,-0.03810874745249748,0.45002302527427673,0.5597784519195557,-0.048695437610149384,0.40002962946891785,0.5177544355392456,-0.058167994022369385,0.5691668391227722,0.4404657781124115,-0.0011348689440637827,0.542387068271637,0.316578209400177,-0.008169682696461678,0.5299820303916931,0.24122372269630432,-0.015259782783687115,0.5217796564102173,0.18136374652385712,-0.021767517551779747,0.6170554757118225,0.4252811074256897,-0.0034126355312764645,0.6090021133422852,0.28505486249923706,-0.0030744029209017754,0.6051938533782959,0.2004663348197937,-0.005109178833663464,0.6026036739349365,0.1384986937046051,-0.007267816923558712,0.6642623543739319,0.4445424973964691,-0.012193466536700726,0.6746389269828796,0.3177223801612854,-0.021803369745612144,0.6786075830459595,0.23362594842910767,-0.029431026428937912,0.6803514361381531,0.161632239818573,-0.03518156707286835,0.7071833610534668,0.4918358325958252,-0.024562617763876915,0.746782660484314,0.4235207736492157,-0.039830148220062256,0.7718232870101929,0.37246331572532654,-0.04750888794660568,0.7930623888969421,0.32326892018318176,-0.05181308463215828
Blank,0.6344300508499146,0.7991280555725098,4.756235227887373e-07,0.5692213773727417,0.7445211410522461,-0.026515113189816475,0.5073651671409607,0.6347064971923828,-0.03684866800904274,0.4505845606327057,0.5645121335983276,-0.047167807817459106,0.40110084414482117,0.5245354771614075,-0.05653562769293785,0.5690821409225464,0.4410094618797302,-0.001963401446118951,0.5425502061843872,0.31769949197769165,-0.009747047908604145,0.5300388336181641,0.24229447543621063,-0.017324062064290047,0.5215211510658264,0.1822199672460556,-0.024108922109007835,0.6167973875999451,0.42647838592529297,-0.0048017050139606,0.6090811491012573,0.28641295433044434,-0.005659583490341902,0.6050737500190735,0.20183825492858887,-0.008793219923973083,0.6020955443382263,0.13942492008209229,-0.011716455221176147,0.6637449264526367,0.44666755199432373,-0.013912275433540344,0.6754872798919678,0.3208490014076233,-0.02465267851948738,0.6798694729804993,0.23637893795967102,-0.033265821635723114,0.6818358302116394,0.16416442394256592,-0.03955674171447754,0.7061583399772644,0.4951300024986267,-0.026401380077004433,0.7463610172271729,0.4258487820625305,-0.04219604656100273,0.7717799544334412,0.3735877573490143,-0.05017086863517761,0.7934398055076599,0.32328590750694275,-0.05469972640275955
