gesture_label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
Blank,0.8062699437141418,0.8486395478248596,4.994199684915657e-07,0.7292214632034302,0.8286074995994568,-0.029730603098869324,0.651091992855072,0.7685542702674866,-0.04593927785754204,0.5876337289810181,0.7296862602233887,-0.06062083691358566,0.5352919697761536,0.7084965109825134,-0.07550951093435287,0.6712356805801392,0.553374707698822,-0.02440459281206131,0.6178982853889465,0.44215479493141174,-0.045294564217329025,0.5890552401542664,0.3699769675731659,-0.06286415457725525,0.5675482749938965,0.30266621708869934,-0.07763615995645523,0.7155089974403381,0.5031763315200806,-0.030695367604494095,0.6755836606025696,0.35905930399894714,-0.048988331109285355,0.6513805389404297,0.26723769307136536,-0.06718289852142334,0.6308281421661377,0.18602412939071655,-0.08148705959320068,0.7664621472358704,0.49443647265434265,-0.04176861792802811,0.7466884255409241,0.3483627438545227,-0.06881370395421982,0.7344322204589844,0.2536590099334717,-0.09089816361665726,0.7208986878395081,0.16423077881336212,-0.10660815238952637,0.8207109570503235,0.519940972328186,-0.054968513548374176,0.8437816500663757,0.4149326980113983,-0.08446703106164932,0.857316255569458,0.3371933698654175,-0.10114916414022446,0.8650297522544861,0.259407103061676,-0.11237089335918427
Blank,0.8056660294532776,0.8467690348625183,4.897706844531058e-07,0.7288306355476379,0.8265793323516846,-0.029421253129839897,0.6508893966674805,0.7661804556846619,-0.04543842002749443,0.5872677564620972,0.7277458906173706,-0.05996685475111008,0.5344803929328918,0.7073644399642944,-0.07466460019350052,0.6697421669960022,0.5512362718582153,-0.023806974291801453,0.6161179542541504,0.44063928723335266,-0.04419082775712013,0.5872055292129517,0.3691338002681732,-0.061386287212371826,0.5657609105110168,0.30281153321266174,-0.0759081244468689,0.7140262722969055,0.5017416477203369,-0.030015477910637856,0.6728048920631409,0.35967621207237244,-0.04778444394469261,0.6487250924110413,0.2691434621810913,-0.0654912069439888,0.6287962198257446,0.18922920525074005,-0.079509437084198,0.7653207182884216,0.49309247732162476,-0.04101470485329628,0.7446675896644592,0.34820035099983215,-0.06748153269290924,0.732012152671814,0.254300057888031,-0.08913091570138931,0.718445897102356,0.165603369474411,-0.10463742911815643,0.8200610876083374,0.5178975462913513,-0.0541413277387619,0.8420590758323669,0.4127667248249054,-0.08300891518592834,0.8551565408706665,0.33500710129737854,-0.09939691424369812,0.862737238407135,0.2572849988937378,-0.11052317172288895
Blank,0.8054267764091492,0.8445314168930054,4.89484307308885e-07,0.728766679763794,0.8249282240867615,-0.029417021200060844,0.6507556438446045,0.7657023072242737,-0.0454900823533535,0.5874124765396118,0.727610170841217,-0.060033168643713,0.5347434878349304,0.7078970074653625,-0.07478364557027817,0.6697311401367188,0.5512063503265381,-0.024201929569244385,0.6165443062782288,0.44155028462409973,-0.04472285881638527,0.5878151059150696,0.3703857362270355,-0.06205299124121666,0.5665445327758789,0.30438923835754395,-0.07661208510398865,0.7136418223381042,0.5013046860694885,-0.03038710542023182,0.6727374196052551,0.3592167794704437,-0.048193760216236115,0.6487522125244141,0.268987238407135,-0.06582144647836685,0.6288421750068665,0.18965131044387817,-0.07978406548500061,0.7644569277763367,0.4923463761806488,-0.04134086146950722,0.7440710067749023,0.3475199043750763,-0.06783445179462433,0.7312930822372437,0.2545064389705658,-0.08941175788640976,0.7175242900848389,0.16730724275112152,-0.10485376417636871,0.8187236189842224,0.5170831084251404,-0.05441993102431297,0.8408902287483215,0.4121830463409424,-0.08330899477005005,0.8540488481521606,0.3349626660346985,-0.0996527299284935,0.861627995967865,0.2581721246242523,-0.1107284426689148
Blank,0.8064388036727905,0.8438915610313416,4.818967909159255e-07,0.729768693447113,0.8252146244049072,-0.028952855616807938,0.651308000087738,0.7659249901771545,-0.04458385705947876,0.5880950689315796,0.7286533117294312,-0.058758094906806946,0.5360185503959656,0.709719181060791,-0.07320289313793182,0.6704761385917664,0.5531774163246155,-0.024292320013046265,0.6170187592506409,0.4431714415550232,-0.04434776306152344,0.5883997678756714,0.3721477687358856,-0.061135321855545044,0.5671504139900208,0.3066214323043823,-0.0753750130534172,0.714570164680481,0.5036594271659851,-0.03062739595770836,0.6739974021911621,0.36217764019966125,-0.048406410962343216,0.649907112121582,0.2712649703025818,-0.06611078977584839,0.6297408938407898,0.19167380034923553,-0.08020133525133133,0.7652784585952759,0.49484333395957947,-0.04162220656871796,0.745075523853302,0.3501458466053009,-0.06832556426525116,0.7325894236564636,0.2578495740890503,-0.09037995338439941,0.7190174460411072,0.17169173061847687,-0.10616012662649155,0.8193763494491577,0.5194690823554993,-0.05463825538754463,0.8418382406234741,0.4158135652542114,-0.08423152565956116,0.8551478385925293,0.3394320607185364,-0.10128669440746307,0.8628849387168884,0.26352623105049133,-0.11282122880220413
Blank,0.8070443868637085,0.8450735211372375,4.87330112264317e-07,0.7302190065383911,0.825192391872406,-0.029367662966251373,0.6522817015647888,0.7668046951293945,-0.04566239193081856,0.5888921022415161,0.7299665808677673,-0.06046899035573006,0.5368709564208984,0.7109895348548889,-0.07554611563682556,0.6717880368232727,0.5544068217277527,-0.02522408589720726,0.6181762218475342,0.4443580210208893,-0.046063195914030075,0.5891256332397461,0.3729303777217865,-0.06349395215511322,0.5676013231277466,0.30668526887893677,-0.07817625254392624,0.7158134579658508,0.5055219531059265,-0.031508300453424454,0.675445556640625,0.3646664619445801,-0.049793340265750885,0.6514070630073547,0.2742915153503418,-0.06774129718542099,0.6313519477844238,0.19512154161930084,-0.0820549950003624,0.766526997089386,0.49733486771583557,-0.042462028563022614,0.7464788556098938,0.3521950840950012,-0.06945203244686127,0.734207034111023,0.26039525866508484,-0.09119410067796707,0.720827579498291,0.17458932101726532,-0.10675061494112015,0.8206318616867065,0.5226651430130005,-0.0554949976503849,0.8431812524795532,0.4186305105686188,-0.08542194217443466,0.8565463423728943,0.34219610691070557,-0.10238480567932129,0.8643386363983154,0.2660768926143646,-0.11378639191389084
Blank,0.8072070479393005,0.8467284440994263,4.884610120825528e-07,0.7313576936721802,0.8275185227394104,-0.02881602570414543,0.6531919240951538,0.768449068069458,-0.044841594994068146,0.5897545218467712,0.7312284111976624,-0.05950180068612099,0.5373817086219788,0.7120310068130493,-0.07442563772201538,0.6718478202819824,0.5560264587402344,-0.0240583848208189,0.6181249022483826,0.4464550316333771,-0.04433638975024223,0.5894904732704163,0.3755611777305603,-0.061347391456365585,0.5683748126029968,0.31015023589134216,-0.0756993442773819,0.7157377004623413,0.5068618655204773,-0.03057364746928215,0.6751205325126648,0.36541178822517395,-0.04830076918005943,0.6513347625732422,0.27502286434173584,-0.0658634677529335,0.6317038536071777,0.1963789463043213,-0.07979074865579605,0.7665055394172668,0.4983339011669159,-0.04176519066095352,0.7460538148880005,0.35342565178871155,-0.06830952316522598,0.7336046695709229,0.26119735836982727,-0.08998911827802658,0.7202634811401367,0.17490553855895996,-0.10548987984657288,0.8207506537437439,0.5232023000717163,-0.05498282238841057,0.8431420922279358,0.4193105101585388,-0.08432785421609879,0.8565671443939209,0.34320592880249023,-0.10095666348934174,0.8644016981124878,0.2676440477371216,-0.11215730756521225
Blank,0.8073591589927673,0.8456725478172302,4.87230465751054e-07,0.7320570349693298,0.8281386494636536,-0.02980632148683071,0.6545624136924744,0.7701201438903809,-0.04637576639652252,0.5912757515907288,0.7321681380271912,-0.06138234585523605,0.5386058688163757,0.7116132378578186,-0.07654786109924316,0.6724309325218201,0.5562154054641724,-0.025055481120944023,0.6190887689590454,0.44677719473838806,-0.045603156089782715,0.5905061960220337,0.37608128786087036,-0.06281820684671402,0.569286048412323,0.3103427588939667,-0.07736535370349884,0.7160013318061829,0.5067154169082642,-0.03115261346101761,0.6751596331596375,0.36597633361816406,-0.04915368929505348,0.6511338353157043,0.27627354860305786,-0.06682685762643814,0.6310247778892517,0.19756552577018738,-0.08086169511079788,0.7665669322013855,0.4979749321937561,-0.041990477591753006,0.7460943460464478,0.35390403866767883,-0.06882265955209732,0.7337119579315186,0.26213040947914124,-0.090450219810009,0.7201856970787048,0.17568963766098022,-0.10589587688446045,0.8207334280014038,0.5226516127586365,-0.05495445802807808,0.8430756330490112,0.4186886250972748,-0.08455503731966019,0.8564337491989136,0.34255996346473694,-0.10128850489854813,0.8640793561935425,0.2666126489639282,-0.112547367811203
Blank,0.8065863847732544,0.8452147245407104,4.907901143269555e-07,0.7315411567687988,0.8279367089271545,-0.02912232093513012,0.6537203192710876,0.77001953125,-0.04544907435774803,0.5906628966331482,0.7323462963104248,-0.06032523885369301,0.5384466648101807,0.7130253314971924,-0.07547551393508911,0.6723302006721497,0.5566937327384949,-0.02492869831621647,0.6191615462303162,0.44760772585868835,-0.04549340158700943,0.5906549096107483,0.37698760628700256,-0.06275560706853867,0.569541871547699,0.31141427159309387,-0.07730355113744736,0.7157374620437622,0.5075306296348572,-0.03135043382644653,0.6749238967895508,0.3659811317920685,-0.04929567873477936,0.6508145332336426,0.2761533856391907,-0.06696876883506775,0.6307386159896851,0.19762106239795685,-0.08099378645420074,0.7661314010620117,0.4984741508960724,-0.042408574372529984,0.7456231713294983,0.3536672592163086,-0.06901735812425613,0.7331380248069763,0.2615474760532379,-0.09056594222784042,0.7195644378662109,0.17523646354675293,-0.10600332170724869,0.8202383518218994,0.5229114294052124,-0.0555388368666172,0.8427770733833313,0.418491005897522,-0.08471731841564178,0.8562480211257935,0.3420005738735199,-0.1012127622961998,0.8638430833816528,0.26621657609939575,-0.11237672716379166
Blank,0.8063462376594543,0.8449698686599731,4.914195415040012e-07,0.7314377427101135,0.8273980021476746,-0.029766855761408806,0.6538583636283875,0.7698075175285339,-0.046401236206293106,0.5907461643218994,0.7325516939163208,-0.06143101677298546,0.5383648872375488,0.7125268578529358,-0.07668793201446533,0.6719691157341003,0.5554682612419128,-0.02528342790901661,0.6186811923980713,0.4467219412326813,-0.04584385082125664,0.5901747345924377,0.37621429562568665,-0.06311006098985672,0.5688976645469666,0.31069129705429077,-0.07769547402858734,0.7154482007026672,0.5063061714172363,-0.03139891475439072,0.6747146844863892,0.3652162551879883,-0.049435775727033615,0.6506807804107666,0.2757032513618469,-0.0671345517039299,0.6304116249084473,0.19745203852653503,-0.08116764575242996,0.7657996416091919,0.49752184748649597,-0.04223187267780304,0.7453837990760803,0.3534489870071411,-0.06897048652172089,0.7327612042427063,0.2607632577419281,-0.09060465544462204,0.7188939452171326,0.17341256141662598,-0.10610637068748474,0.8197123408317566,0.522210955619812,-0.055179521441459656,0.8419209718704224,0.4177940785884857,-0.08442214876413345,0.8552459478378296,0.3409993052482605,-0.10097307711839676,0.862555980682373,0.2645091414451599,-0.11220911145210266
Blank,0.8060654997825623,0.8441293239593506,4.848142793889565e-07,0.7311980128288269,0.8271185159683228,-0.029524601995944977,0.6531201601028442,0.769554853439331,-0.04574387148022652,0.589832067489624,0.7323942184448242,-0.06038308143615723,0.5374868512153625,0.7127758860588074,-0.07517743855714798,0.6712244749069214,0.5551578998565674,-0.02423088252544403,0.6177234649658203,0.44723373651504517,-0.04425133392214775,0.5892975926399231,0.37733036279678345,-0.06122342497110367,0.5684095621109009,0.3119031488895416,-0.07565445452928543,0.7144511938095093,0.5055184364318848,-0.03024527244269848,0.6723524332046509,0.36612117290496826,-0.0475853867828846,0.6485714912414551,0.27702102065086365,-0.06488057971000671,0.6292893290519714,0.1982690691947937,-0.07872416079044342,0.7649387121200562,0.49613407254219055,-0.04101233929395676,0.7438364028930664,0.35376691818237305,-0.06707306206226349,0.7312740683555603,0.2617686986923218,-0.08841165155172348,0.7178617715835571,0.17477555572986603,-0.10383351147174835,0.8192940354347229,0.5200245380401611,-0.05393413454294205,0.8409097790718079,0.4170053005218506,-0.08256222307682037,0.8540123105049133,0.3408363163471222,-0.09889668226242065,0.8613798022270203,0.2645684480667114,-0.11008507013320923
